,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.948051948051948,0.05085298753689723,
1,tanh,150,,0.948051948051948,0.048510474524952954,
2,tanh,250,,0.987012987012987,0.026993909881235394,
3,tanh,436,,0.974025974025974,0.022104017778025967,
4,relu,75,,0.8961038961038961,0.0726091164143207,
5,relu,150,,0.961038961038961,0.04384673112261072,
6,relu,250,,0.987012987012987,0.03471482875802381,
7,relu,436,,0.987012987012987,0.0214760655495354,
