,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.974025974025974,0.05136199392975737,
1,tanh,150,,0.948051948051948,0.0463914931041233,
2,tanh,250,,0.987012987012987,0.030231538170194385,
3,tanh,436,,0.987012987012987,0.022834714096852518,
4,relu,75,,0.9090909090909091,0.06733969377713349,
5,relu,150,,0.961038961038961,0.042985683773972556,
6,relu,250,,0.987012987012987,0.032954164180732506,
7,relu,436,,1.0,0.023365913022068273,
