,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.8961038961038961,0.0611631480555858,
1,tanh,150,,0.961038961038961,0.03505289671816444,
2,tanh,250,,0.974025974025974,0.028837330241448807,
3,tanh,436,,0.961038961038961,0.0331101221519403,
4,relu,75,,0.948051948051948,0.06795163141497099,
5,relu,150,,0.974025974025974,0.045467435535735214,
6,relu,250,,0.948051948051948,0.03510804940419966,
7,relu,436,,0.974025974025974,0.028087576972494317,
