,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.9090909090909091,0.05572889406773003,
1,tanh,150,,0.987012987012987,0.032961502955408103,
2,tanh,250,,0.974025974025974,0.025885653954766105,
3,tanh,436,,0.987012987012987,0.02450025712386231,
4,relu,75,,0.935064935064935,0.06865683164537147,
5,relu,150,,0.961038961038961,0.041563546951024564,
6,relu,250,,0.948051948051948,0.035756547922054384,
7,relu,436,,0.974025974025974,0.024635127536878958,
