,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.8571428571428571,0.0994383091726197,
1,tanh,150,,0.922077922077922,0.06183866047391849,
2,tanh,250,,0.961038961038961,0.05353043558088986,
3,tanh,436,,0.961038961038961,0.048121149318218225,
4,relu,75,,0.8311688311688312,0.1306699330217845,
5,relu,150,,0.935064935064935,0.06787655225809079,
6,relu,250,,0.935064935064935,0.059665109572167564,
7,relu,436,,0.948051948051948,0.052797456306925526,
