0.0037354,0.0010254,0.00034601,0.00032817,0.016148,0.0079782,0.0013319,0.001339,0.029668,0.01336,0.0036817,0.0023733,0.080869,0.046705,0.0099385,0.009411,0.036462,0.024685,0.0047047,0.036011,0.035422,0.011693,0.0030932,0.0032792,0.086831,0.032816,0.0078126,0.015311,0.0784,0.024701,0.0059424,0.016457,0.28122,0.086837,0.013512,0.024159,0.19523,0.084063,0.014345,0.033678,0.014785,0.0024419,0.0003955,0.00032439,0.025314,0.013135,0.0010726,0.0015478,0.0079344,0.0036369,0.00040233,0.0018533,0.039451,0.0082186,0.0013802,0.0018844,0.33544,0.070531,0.006852,0.012477,0.0018028,0.00045421,4.9744E-05,0.00010265,1
0.0036659,0.0018626,0.00030827,0.00026092,0.022071,0.0062627,0.0021807,0.0011511,0.012917,0.0091662,0.0021712,0.0012402,0.017183,0.0090884,0.0024446,0.0022812,0.048488,0.026332,0.0053115,0.038043,0.047299,0.020551,0.0079828,0.010189,0.019679,0.02093,0.0056648,0.013366,0.024366,0.0087965,0.003182,0.0080471,0.27882,0.094134,0.014028,0.016117,0.25634,0.11318,0.022769,0.023095,0.015805,0.0041127,0.00089612,0.0004805,0.030452,0.01738,0.0038508,0.0017823,0.0071735,0.0019704,0.00044157,0.0019329,0.020556,0.0068221,0.0025974,0.0035698,0.096965,0.025508,0.0030021,0.0034227,0.0007275,0.0004408,7.7961E-05,8.4445E-05,1
0.0057936,0.0009857,0.00019318,0.0001987,0.0325,0.0038108,0.0028037,0.0020024,0.015953,0.0085943,0.0024184,0.001284,0.027797,0.0080321,0.0036289,0.0017982,0.038648,0.013045,0.0036087,0.019703,0.38579,0.057943,0.027046,0.020816,0.0238,0.0031106,0.00090119,0.0023174,0.052454,0.010532,0.0042033,0.0087137,0.35813,0.074898,0.01581,0.020348,0.34142,0.072814,0.020961,0.036154,0.018974,0.0023382,0.00057025,0.00033154,0.058745,0.01322,0.0049532,0.0031036,0.0091743,0.0016806,0.00038208,0.0017667,0.10238,0.011156,0.0035443,0.0047897,0.10621,0.022079,0.003468,0.0028951,0.00090622,0.00019961,4.8626E-05,7.1176E-05,1
0.0025628,0.0016311,0.00059734,0.00054428,0.020541,0.010442,0.002987,0.004854,0.024676,0.012035,0.0048333,0.0024515,0.0086414,0.0057659,0.0017385,0.0014301,0.088503,0.024569,0.011369,0.034261,0.089564,0.020475,0.012158,0.0086411,0.0095397,0.0018414,0.0010386,0.0017716,0.034622,0.010419,0.0051108,0.011581,0.22881,0.079383,0.021079,0.023675,0.3593,0.056374,0.022792,0.0323,0.0064945,0.002095,0.00064027,0.00040006,0.096313,0.015461,0.0069504,0.0067969,0.0082778,0.002395,0.00052961,0.0016388,0.048789,0.0076629,0.0025971,0.0038213,0.048669,0.022897,0.0042066,0.0039344,0.0014628,0.000226,5.7637E-05,0.00012183,1
0.006203,0.002875,0.00040169,0.00037666,0.019598,0.0093361,0.0029695,0.0018498,0.036668,0.0092276,0.0033766,0.0024904,0.023862,0.009033,0.0023923,0.0015653,0.13087,0.023857,0.0086448,0.0193,0.047632,0.023141,0.0094515,0.0059826,0.14782,0.023485,0.0067639,0.014718,0.049134,0.013832,0.0039727,0.0058401,0.50464,0.11469,0.035452,0.032003,0.33013,0.076489,0.024557,0.035483,0.012943,0.0068657,0.00092546,0.00048264,0.046694,0.019013,0.0031269,0.002432,0.00391,0.0044377,0.00042112,0.00082442,0.023627,0.011717,0.002664,0.00486,0.12796,0.071893,0.0091033,0.0093816,0.001965,0.00055191,0.00010556,0.00015492,1
0.0044009,0.0016174,0.00037835,0.00037205,0.032075,0.0056752,0.0025268,0.0025009,0.023708,0.015392,0.0044343,0.0028691,0.044613,0.020637,0.0072666,0.0054316,0.028398,0.013885,0.0062996,0.060875,0.027877,0.012204,0.0041677,0.005539,0.033677,0.0092717,0.0019742,0.006816,0.15997,0.039237,0.011642,0.029272,0.080872,0.032013,0.0082031,0.017925,0.089069,0.030601,0.0052088,0.011727,0.017775,0.0036617,0.00067236,0.00077687,0.053104,0.017774,0.0027199,0.0030259,0.017605,0.0021384,0.00055531,0.0066012,0.033961,0.017767,0.0039832,0.010287,0.21664,0.047941,0.011086,0.023267,0.0010732,0.00063227,8.3923E-05,0.00011272,1
0.0036172,0.0017208,0.00041592,0.0010366,0.011101,0.0073747,0.0030599,0.0035018,0.012424,0.011127,0.0026537,0.002192,0.03259,0.014317,0.0035583,0.0034746,0.034929,0.026373,0.0081052,0.022611,0.10103,0.032135,0.0068442,0.0097742,0.025685,0.0074099,0.0018766,0.0038106,0.083737,0.026153,0.0042337,0.014384,0.47824,0.17244,0.018754,0.041946,0.19785,0.12007,0.020089,0.047389,0.020669,0.0055461,0.00075178,0.00086286,0.015104,0.024206,0.0048156,0.0040593,0.0045679,0.0034375,0.0004406,0.0012768,0.031195,0.011472,0.0014575,0.00394,0.16631,0.069738,0.0050176,0.0081227,0.00084114,0.00040593,5.8514E-05,9.3223E-05,1
0.0044917,0.0013582,0.00037116,0.00040737,0.014682,0.0055449,0.0038295,0.0023498,0.036737,0.02028,0.0046511,0.0026701,0.016763,0.0091833,0.0055932,0.0025085,0.14427,0.072318,0.029614,0.038335,0.011735,0.0041225,0.0027214,0.0016483,0.060435,0.018338,0.0049014,0.010593,0.0088632,0.0066795,0.0015481,0.00702,0.32727,0.085464,0.048968,0.049644,0.46856,0.13081,0.046706,0.075296,0.0049026,0.0036679,0.0008078,0.00049849,0.067692,0.033225,0.012646,0.0062522,0.0048157,0.002063,0.00058284,0.00057371,0.027362,0.004902,0.0022849,0.0025568,0.071369,0.045171,0.011034,0.010201,0.0012004,0.00048768,0.00015675,0.00011913,1
0.0039485,0.0016295,0.00039733,0.00057076,0.023285,0.014734,0.0037226,0.002876,0.0199,0.0093947,0.0020948,0.0020427,0.069642,0.03909,0.0061046,0.0070175,0.027865,0.012485,0.0051153,0.016874,0.49695,0.19564,0.037948,0.045881,0.013737,0.0035739,0.00079196,0.0015331,0.049398,0.015934,0.0025719,0.0087897,0.25288,0.076761,0.0089989,0.028881,0.22364,0.064223,0.012434,0.022083,0.014062,0.0047951,0.00053584,0.00044513,0.10415,0.028106,0.0045265,0.0043448,0.0019033,0.0016799,0.00034302,0.0010172,0.030385,0.011388,0.0063257,0.0064657,0.11199,0.097591,0.0057386,0.012686,0.00053953,0.00032673,7.4379E-05,0.00012533,1
0.0046007,0.0020746,0.00061958,0.00083106,0.023961,0.0071933,0.0034822,0.0024386,0.02211,0.0092052,0.0043801,0.0023629,0.029943,0.015609,0.0070282,0.0044932,0.062991,0.01635,0.011267,0.027669,0.077695,0.023503,0.014489,0.012342,0.03419,0.01265,0.0048954,0.011552,0.032841,0.010512,0.0057194,0.0094604,0.31918,0.13879,0.034011,0.050435,0.22419,0.15069,0.034714,0.033687,0.010465,0.0027024,0.00086668,0.00077841,0.067444,0.023283,0.0080195,0.0047932,0.0068597,0.0015285,0.00047477,0.00073629,0.036717,0.011364,0.0023183,0.0040698,0.18991,0.058778,0.012811,0.014172,0.0018753,0.00054693,0.00013037,0.00015441,1
