1.6467,1.6714,1.6883,1.7201,1.9314,1.7595,1.8125,1.7972,1.6838,1.7702,1.4907,1.6001,1.8055,1.7068,1.5948,1.6758,1
1.6398,1.6108,1.7235,1.6957,1.9469,1.783,1.8988,1.8234,1.6511,1.7531,1.5259,1.6662,1.8505,1.7425,1.5609,1.75,1
1.5502,1.5697,1.689,1.6326,1.8976,1.6603,1.7179,1.762,1.6167,1.7079,1.4631,1.617,1.7835,1.6279,1.5539,1.6981,1
1.6901,1.6642,1.6751,1.6895,1.8753,1.6878,1.7746,1.7991,1.673,1.7147,1.5695,1.5398,1.7834,1.658,1.6682,1.6343,1
1.6096,1.6303,1.6956,1.6623,1.8461,1.7285,1.7343,1.762,1.6771,1.7308,1.5941,1.6221,1.7857,1.7737,1.6869,1.7449,1
1.7293,1.722,1.7752,1.7163,1.9677,1.7796,1.8055,1.7647,1.7322,1.7298,1.5763,1.6407,1.8806,1.8618,1.7082,1.721,1
1.7122,1.702,1.7366,1.6335,1.8881,1.6602,1.7613,1.7143,1.6611,1.8155,1.5135,1.6983,1.7721,1.7385,1.6168,1.7053,1
1.5808,1.6667,1.6421,1.7307,1.8269,1.7268,1.7623,1.8482,1.7556,1.7816,1.6392,1.6623,1.6786,1.7136,1.7165,1.7007,1
1.6235,1.657,1.7052,1.6894,1.8943,1.7376,1.8024,1.7711,1.7159,1.7353,1.5207,1.5742,1.8573,1.7964,1.7101,1.7666,1
1.64,1.5962,1.6636,1.7015,1.8753,1.7088,1.8535,1.7777,1.7556,1.7584,1.5605,1.5714,1.6813,1.674,1.6397,1.6732,1
1.7434,1.7359,1.7299,1.7066,1.9015,1.7299,1.8051,1.7528,1.7979,1.792,1.588,1.6776,1.7995,1.7968,1.6361,1.7641,1
1.5719,1.6284,1.5237,1.6372,1.6411,1.631,1.5835,1.6328,1.7697,1.6641,1.5488,1.5153,1.5589,1.7007,1.628,1.568,1
1.624,1.6211,1.6073,1.6087,1.7489,1.6032,1.7057,1.6679,1.6711,1.7409,1.4535,1.5929,1.6701,1.645,1.586,1.6762,1
1.6298,1.608,1.6073,1.5864,1.739,1.6403,1.6859,1.6213,1.6832,1.7069,1.4799,1.5373,1.6106,1.6895,1.5687,1.6832,1
1.5788,1.6589,1.6262,1.6462,1.7296,1.6207,1.7231,1.6611,1.6964,1.6831,1.475,1.5655,1.6733,1.6856,1.6283,1.7452,1
1.73,1.7875,1.8283,1.7386,1.9879,1.7388,1.8542,1.8392,1.7656,1.7963,1.5643,1.7071,1.9294,1.8166,1.6813,1.7699,1
1.708,1.7234,1.7943,1.7744,1.9841,1.7443,1.8195,1.7996,1.7605,1.7053,1.6101,1.6824,1.935,1.8316,1.7413,1.7349,1
1.7086,1.7994,1.846,1.7916,1.9906,1.8041,1.89,1.8512,1.7936,1.8485,1.5766,1.764,1.9658,1.864,1.7578,1.8279,1
1.6681,1.7008,1.6973,1.6561,1.943,1.7058,1.8048,1.762,1.7062,1.7157,1.5503,1.6828,1.9066,1.8202,1.6406,1.7195,1
1.6326,1.6166,1.7191,1.6845,1.8788,1.6675,1.8105,1.7851,1.7311,1.8112,1.5712,1.6214,1.7785,1.7207,1.6341,1.7345,1
1.7111,1.7401,1.7314,1.6746,1.9168,1.6852,1.8351,1.7006,1.6788,1.8037,1.558,1.6469,1.8824,1.8403,1.6261,1.7917,1
1.6595,1.7203,1.6872,1.713,1.8834,1.722,1.7801,1.7727,1.7339,1.798,1.5994,1.6534,1.8502,1.7453,1.6428,1.7262,1
1.6625,1.7458,1.6761,1.7559,1.8248,1.7255,1.753,1.7618,1.7223,1.7201,1.5636,1.647,1.8169,1.6632,1.713,1.7258,1
1.6958,1.6821,1.7288,1.7422,1.8823,1.7369,1.8238,1.747,1.8749,1.843,1.5961,1.6674,1.8297,1.68,1.814,1.8071,1
1.6681,1.7786,1.7323,1.7338,1.848,1.7708,1.7702,1.7498,1.7955,1.8712,1.5515,1.7418,1.8902,1.8059,1.842,1.7937,1
1.8488,1.732,1.8852,1.8684,1.8706,1.8272,1.7591,1.8971,1.8436,1.8923,1.7965,1.8873,1.921,1.9516,1.8337,1.7737,0
1.8646,1.7518,1.8623,1.9167,1.8616,1.8794,1.8109,1.9615,1.8767,1.9012,1.8455,1.8865,1.9206,1.9515,1.8777,1.8161,0
1.8691,1.7694,1.8779,1.8895,1.8801,1.8562,1.8168,1.9274,1.8662,1.8939,1.8614,1.8963,1.9177,1.9462,1.8376,1.6974,0
1.8659,1.7738,1.8516,1.8958,1.8764,1.8673,1.7689,1.939,1.8452,1.8681,1.8432,1.8762,1.9192,1.955,1.8296,1.6935,0
1.8724,1.7528,1.8718,1.9039,1.8703,1.8528,1.8242,1.9671,1.8838,1.8989,1.8372,1.8776,1.9246,1.9436,1.8759,1.6989,0
1.8533,1.7129,1.887,1.8894,1.8935,1.8797,1.8398,1.9314,1.8901,1.9035,1.8393,1.9047,1.9068,1.9517,1.8546,1.808,0
1.8819,1.7656,1.8751,1.8706,1.8795,1.8498,1.7668,1.9209,1.8742,1.8963,1.8208,1.9035,1.9227,1.9502,1.8256,1.699,0
1.8776,1.7822,1.88,1.8862,1.8861,1.8811,1.7904,1.9482,1.9004,1.9052,1.8579,1.8793,1.9405,1.9581,1.8631,1.782,0
1.9101,1.7322,1.884,1.894,1.9301,1.9302,1.8294,1.9753,1.8927,1.8764,1.8884,1.8723,1.9381,1.9586,1.8753,1.729,0
1.9292,1.798,1.9057,1.9116,1.9708,1.9508,1.8198,1.9558,1.882,1.9136,1.8734,1.9179,1.975,1.9796,1.8842,1.8292,0
1.9084,1.8252,1.8932,1.9032,1.9605,1.9428,1.7897,1.9283,1.8882,1.899,1.8399,1.8814,1.9694,1.9737,1.8738,1.7484,0
1.9352,1.78,1.8938,1.8972,1.9546,1.9189,1.7027,1.8382,1.8476,1.8986,1.8463,1.8988,1.9653,1.9721,1.8209,1.7874,0
1.9258,1.7791,1.9031,1.8876,1.9457,1.9215,1.8359,1.9384,1.895,1.9158,1.8716,1.9123,1.9598,1.9686,1.8617,1.795,0
1.9053,1.7768,1.9021,1.9018,1.9457,1.9241,1.861,1.9539,1.8801,1.9089,1.8655,1.915,1.9643,1.9578,1.871,1.8162,0
1.9005,1.7894,1.8875,1.8877,1.9262,1.9146,1.8151,1.9405,1.8854,1.9062,1.8343,1.9166,1.9574,1.9606,1.8549,1.8164,0
1.8785,1.7594,1.8794,1.888,1.8833,1.8723,1.7558,1.9179,1.8804,1.8959,1.8652,1.907,1.9258,1.9596,1.8696,1.7966,0
1.8686,1.7489,1.8925,1.9075,1.8605,1.8829,1.8243,1.9588,1.8749,1.8823,1.8508,1.8823,1.9047,1.9371,1.8494,1.75,0
1.8962,1.7976,1.8919,1.904,1.8893,1.8679,1.871,1.97,1.8809,1.91,1.8613,1.9048,1.9418,1.9472,1.8636,1.8586,0
1.8833,1.7445,1.9045,1.9064,1.8927,1.8783,1.8199,1.91,1.8777,1.9183,1.8551,1.9127,1.925,1.9453,1.8586,1.8682,0
1.854,1.7376,1.8563,1.892,1.863,1.8688,1.7658,1.9502,1.854,1.8645,1.8664,1.8734,1.9282,1.9497,1.8559,1.7597,0
1.8678,1.7765,1.8902,1.8978,1.845,1.8755,1.812,1.9513,1.9002,1.9012,1.8561,1.8875,1.9015,1.9465,1.8839,1.7946,0
1.8645,1.7957,1.8781,1.8955,1.8788,1.8838,1.8307,1.9527,1.8984,1.9191,1.8739,1.8905,1.9065,1.9297,1.8548,1.8054,0
1.8829,1.749,1.8774,1.878,1.8641,1.8463,1.8495,1.967,1.8749,1.8964,1.8731,1.9063,1.9261,1.9439,1.8446,1.8097,0
1.8547,1.8106,1.8813,1.9009,1.8383,1.8761,1.8579,1.9615,1.8976,1.9081,1.8509,1.9066,1.9005,1.9236,1.8694,1.7795,0
1.8697,1.7531,1.8948,1.8912,1.89,1.8756,1.8555,1.9431,1.8936,1.9053,1.8481,1.8857,1.9282,1.958,1.8476,1.8234,0
1.7005,1.7332,1.6599,1.6675,1.6741,1.6815,1.7098,1.6185,1.641,1.5968,1.6346,1.5217,1.7235,1.6994,1.7534,1.5928,1
1.6414,1.7039,1.6494,1.6507,1.6649,1.7008,1.682,1.5547,1.644,1.5871,1.5832,1.499,1.6231,1.8156,1.6929,1.6217,1
