,activation,dataset_size,width,test_accuracy,test_mse,training_accuracy
0,tanh,75,,0.987012987012987,0.046399556443255295,
1,tanh,150,,0.987012987012987,0.030358274138512747,
2,tanh,250,,1.0,0.019258077088231053,
3,tanh,436,,1.0,0.015864546133957366,
4,relu,75,,0.948051948051948,0.04525719625808879,
5,relu,150,,0.987012987012987,0.01603249931241265,
6,relu,250,,1.0,0.01478036864568522,
7,relu,436,,1.0,0.011395195901084258,
